assignment,scope,phi_start_deg,phi_width_deg,theta_deg,phi_deg,basis,feed,baseline,left_source,right_source,left_mag,right_mag,left_mag_rel_db,right_mag_rel_db,pdoa_deg,valid,pdoa_unwrapped_deg
A_V__B_H,best270,135.000000,270.000000,75.000000,155.000000,V,A,E4-E1,P4A,P1A,1002.774156,1471.354314,-10.922637,-7.592354,166.451748,True,-193.548252
A_V__B_H,best270,135.000000,270.000000,75.000000,160.000000,V,A,E4-E1,P4A,P1A,1219.870663,1415.305567,-9.220424,-7.929695,173.034317,True,-186.965683
A_V__B_H,best270,135.000000,270.000000,75.000000,165.000000,V,A,E4-E1,P4A,P1A,1425.603128,1367.660987,-7.866727,-8.227131,179.847692,True,-180.152308
A_V__B_H,best270,135.000000,270.000000,75.000000,170.000000,V,A,E4-E1,P4A,P1A,1609.650940,1332.334332,-6.812066,-8.454435,-173.303674,True,-173.303674
A_V__B_H,best270,135.000000,270.000000,75.000000,175.000000,V,A,E4-E1,P4A,P1A,1765.181111,1309.851537,-6.010914,-8.602258,-166.336728,True,-166.336728
A_V__B_H,best270,135.000000,270.000000,75.000000,180.000000,V,A,E4-E1,P4A,P1A,1890.422372,1296.359105,-5.415523,-8.692193,-159.021958,True,-159.021958
A_V__B_H,best270,135.000000,270.000000,75.000000,185.000000,V,A,E4-E1,P4A,P1A,1989.258229,1284.985735,-4.972876,-8.768734,-151.176834,True,-151.176834
A_V__B_H,best270,135.000000,270.000000,75.000000,190.000000,V,A,E4-E1,P4A,P1A,2069.575678,1268.903989,-4.629073,-8.878124,-142.802091,True,-142.802091
A_V__B_H,best270,135.000000,270.000000,75.000000,195.000000,V,A,E4-E1,P4A,P1A,2139.330601,1244.015239,-4.341142,-9.050186,-134.091115,True,-134.091115
A_V__B_H,best270,135.000000,270.000000,75.000000,200.000000,V,A,E4-E1,P4A,P1A,2202.291358,1209.645227,-4.089204,-9.293539,-125.329031,True,-125.329031
A_V__B_H,best270,135.000000,270.000000,75.000000,205.000000,V,A,E4-E1,P4A,P1A,2256.257352,1167.306375,-3.878927,-9.603003,-116.758619,True,-116.758619
A_V__B_H,best270,135.000000,270.000000,75.000000,210.000000,V,A,E4-E1,P4A,P1A,2294.868273,1118.858910,-3.731544,-9.971193,-108.500615,True,-108.500615
A_V__B_H,best270,135.000000,270.000000,75.000000,215.000000,V,A,E4-E1,P4A,P1A,2311.418086,1065.430861,-3.669130,-10.396194,-100.557697,True,-100.557697
A_V__B_H,best270,135.000000,270.000000,75.000000,220.000000,V,A,E4-E1,P4A,P1A,2302.091466,1007.540280,-3.704248,-10.881451,-92.858278,True,-92.858278
A_V__B_H,best270,135.000000,270.000000,75.000000,225.000000,V,A,E4-E1,P4A,P1A,2267.176369,945.936794,-3.836994,-11.429457,-85.284437,True,-85.284437
A_V__B_H,best270,135.000000,270.000000,75.000000,230.000000,V,A,E4-E1,P4A,P1A,2210.418096,882.400279,-4.057211,-12.033387,-77.668760,True,-77.668760
A_V__B_H,best270,135.000000,270.000000,75.000000,235.000000,V,A,E4-E1,P4A,P1A,2137.500579,820.058869,-4.348575,-12.669799,-69.782427,True,-69.782427
A_V__B_H,best270,135.000000,270.000000,75.000000,240.000000,V,A,E4-E1,P4A,P1A,2054.582879,763.267935,-4.692226,-13.293159,-61.350658,True,-61.350658
A_V__B_H,best270,135.000000,270.000000,75.000000,245.000000,V,A,E4-E1,P4A,P1A,1967.349170,717.305480,-5.069071,-13.832617,-52.129372,True,-52.129372
A_V__B_H,best270,135.000000,270.000000,75.000000,250.000000,V,A,E4-E1,P4A,P1A,1880.589355,687.951191,-5.460820,-14.195547,-42.055550,True,-42.055550
A_V__B_H,best270,135.000000,270.000000,75.000000,255.000000,V,A,E4-E1,P4A,P1A,1798.117506,680.699491,-5.850338,-14.287591,-31.416475,True,-31.416475
A_V__B_H,best270,135.000000,270.000000,75.000000,260.000000,V,A,E4-E1,P4A,P1A,1722.835199,699.494364,-6.221825,-14.051015,-20.884649,True,-20.884649
A_V__B_H,best270,135.000000,270.000000,75.000000,265.000000,V,A,E4-E1,P4A,P1A,1656.835408,745.627466,-6.561112,-13.496262,-11.299592,True,-11.299592
A_V__B_H,best270,135.000000,270.000000,75.000000,270.000000,V,A,E4-E1,P4A,P1A,1601.520773,817.730029,-6.856048,-12.694501,-3.339218,True,-3.339218
A_V__B_H,best270,135.000000,270.000000,75.000000,275.000000,V,A,E4-E1,P4A,P1A,1557.744607,912.788538,-7.096775,-11.739296,2.642334,True,2.642334
A_V__B_H,best270,135.000000,270.000000,75.000000,280.000000,V,A,E4-E1,P4A,P1A,1525.985130,1027.201925,-7.275694,-10.713583,6.556419,True,6.556419
A_V__B_H,best270,135.000000,270.000000,75.000000,285.000000,V,A,E4-E1,P4A,P1A,1506.549772,1157.241431,-7.387030,-9.678220,8.448215,True,8.448215
A_V__B_H,best270,135.000000,270.000000,75.000000,290.000000,V,A,E4-E1,P4A,P1A,1499.781067,1299.012338,-7.426142,-8.674434,8.404487,True,8.404487
A_V__B_H,best270,135.000000,270.000000,75.000000,295.000000,V,A,E4-E1,P4A,P1A,1506.194949,1448.300864,-7.389076,-7.729524,6.519497,True,6.519497
A_V__B_H,best270,135.000000,270.000000,75.000000,300.000000,V,A,E4-E1,P4A,P1A,1526.435137,1600.593104,-7.273133,-6.861081,2.897897,True,2.897897
A_V__B_H,best270,135.000000,270.000000,75.000000,305.000000,V,A,E4-E1,P4A,P1A,1560.916524,1751.351401,-7.079106,-6.079234,-2.330485,True,-2.330485
A_V__B_H,best270,135.000000,270.000000,75.000000,310.000000,V,A,E4-E1,P4A,P1A,1609.126224,1896.463479,-6.814897,-5.387810,-9.005384,True,-9.005384
A_V__B_H,best270,135.000000,270.000000,75.000000,315.000000,V,A,E4-E1,P4A,P1A,1668.782773,2032.690667,-6.498704,-4.785274,-16.954197,True,-16.954197
A_V__B_H,best270,135.000000,270.000000,75.000000,320.000000,V,A,E4-E1,P4A,P1A,1735.309011,2157.945329,-6.159163,-4.265891,-26.031600,True,-26.031600
A_V__B_H,best270,135.000000,270.000000,75.000000,325.000000,V,A,E4-E1,P4A,P1A,1802.114613,2271.307119,-5.831052,-3.821182,-36.160882,True,-36.160882
A_V__B_H,best270,135.000000,270.000000,75.000000,330.000000,V,A,E4-E1,P4A,P1A,1861.872979,2372.804931,-5.547699,-3.441459,-47.351239,True,-47.351239
A_V__B_H,best270,135.000000,270.000000,75.000000,335.000000,V,A,E4-E1,P4A,P1A,1908.459929,2463.087991,-5.333039,-3.117101,-59.675802,True,-59.675802
A_V__B_H,best270,135.000000,270.000000,75.000000,340.000000,V,A,E4-E1,P4A,P1A,1938.802618,2543.114907,-5.196028,-2.839380,-73.213058,True,-73.213058
A_V__B_H,best270,135.000000,270.000000,75.000000,345.000000,V,A,E4-E1,P4A,P1A,1953.799679,2613.884201,-5.129099,-2.600973,-87.970198,True,-87.970198
A_V__B_H,best270,135.000000,270.000000,75.000000,350.000000,V,A,E4-E1,P4A,P1A,1957.821418,2676.129272,-5.111238,-2.396558,-103.818155,True,-103.818155
A_V__B_H,best270,135.000000,270.000000,75.000000,355.000000,V,A,E4-E1,P4A,P1A,1957.021943,2729.977479,-5.114786,-2.223518,-120.470260,True,-120.470260
A_V__B_H,best270,135.000000,270.000000,90.000000,0.000000,H,B,E1-E3,P1B,P3B,2122.935844,1900.649144,-4.407962,-5.368661,169.465921,True,169.465921
A_V__B_H,best270,135.000000,270.000000,90.000000,5.000000,H,B,E1-E3,P1B,P3B,2168.674341,1984.472462,-4.222813,-4.993798,168.127057,True,168.127057
A_V__B_H,best270,135.000000,270.000000,90.000000,10.000000,H,B,E1-E3,P1B,P3B,2191.190367,2058.531977,-4.133098,-4.675547,166.763889,True,166.763889
A_V__B_H,best270,135.000000,270.000000,90.000000,15.000000,H,B,E1-E3,P1B,P3B,2188.256178,2115.413197,-4.144736,-4.438796,165.466431,True,165.466431
A_V__B_H,best270,135.000000,270.000000,90.000000,20.000000,H,B,E1-E3,P1B,P3B,2158.095471,2148.145092,-4.265287,-4.305427,164.284035,True,164.284035
A_V__B_H,best270,135.000000,270.000000,90.000000,25.000000,H,B,E1-E3,P1B,P3B,2099.643258,2151.558040,-4.503789,-4.291638,163.238542,True,163.238542
A_V__B_H,best270,135.000000,270.000000,90.000000,30.000000,H,B,E1-E3,P1B,P3B,2013.013209,2123.131162,-4.869767,-4.407163,162.338216,True,162.338216
A_V__B_H,best270,135.000000,270.000000,90.000000,35.000000,H,B,E1-E3,P1B,P3B,1899.986165,2063.214705,-5.371691,-4.655811,161.588822,True,161.588822
A_V__B_H,best270,135.000000,270.000000,90.000000,40.000000,H,B,E1-E3,P1B,P3B,1764.258982,1974.677722,-6.015453,-5.036775,161.000724,True,161.000724
A_V__B_H,best270,135.000000,270.000000,90.000000,45.000000,H,B,E1-E3,P1B,P3B,1611.282058,1862.184914,-6.803268,-5.546244,160.592098,True,160.592098
A_V__B_H,best270,135.000000,270.000000,90.000000,135.000000,H,B,E1-E3,P1B,P3B,1218.841986,1414.029783,-9.227752,-7.937529,155.891872,True,155.891872
A_V__B_H,best270,135.000000,270.000000,90.000000,140.000000,H,B,E1-E3,P1B,P3B,1293.342911,1536.857266,-8.712426,-7.214029,154.527626,True,154.527626
A_V__B_H,best270,135.000000,270.000000,90.000000,145.000000,H,B,E1-E3,P1B,P3B,1346.659903,1647.911668,-8.361541,-6.608021,153.300553,True,153.300553
A_V__B_H,best270,135.000000,270.000000,90.000000,150.000000,H,B,E1-E3,P1B,P3B,1377.088494,1746.994591,-8.167463,-6.100869,152.287333,True,152.287333
A_V__B_H,best270,135.000000,270.000000,90.000000,155.000000,H,B,E1-E3,P1B,P3B,1387.104218,1836.614907,-8.104518,-5.666338,151.642325,True,151.642325
A_V__B_H,best270,135.000000,270.000000,90.000000,160.000000,H,B,E1-E3,P1B,P3B,1383.519066,1920.581772,-8.126997,-5.278044,151.553336,True,151.553336
A_V__B_H,best270,135.000000,270.000000,90.000000,165.000000,H,B,E1-E3,P1B,P3B,1376.015077,2001.924596,-8.174236,-4.917745,152.148830,True,152.148830
A_V__B_H,best270,135.000000,270.000000,90.000000,170.000000,H,B,E1-E3,P1B,P3B,1374.085282,2081.097596,-8.186426,-4.580851,153.394188,True,153.394188
A_V__B_H,best270,135.000000,270.000000,90.000000,175.000000,H,B,E1-E3,P1B,P3B,1383.508599,2155.371302,-8.127062,-4.276258,155.061493,True,155.061493
A_V__B_H,best270,135.000000,270.000000,90.000000,180.000000,H,B,E1-E3,P1B,P3B,1404.274509,2219.599687,-7.997659,-4.021207,156.821039,True,156.821039
A_V__B_H,best270,135.000000,270.000000,90.000000,185.000000,H,B,E1-E3,P1B,P3B,1431.153328,2267.755085,-7.832976,-3.834777,158.387059,True,158.387059
A_V__B_H,best270,135.000000,270.000000,90.000000,190.000000,H,B,E1-E3,P1B,P3B,1456.210826,2294.382275,-7.682215,-3.733384,159.604226,True,159.604226
A_V__B_H,best270,135.000000,270.000000,90.000000,195.000000,H,B,E1-E3,P1B,P3B,1471.519414,2295.466354,-7.591380,-3.729281,160.442661,True,160.442661
A_V__B_H,best270,135.000000,270.000000,90.000000,200.000000,H,B,E1-E3,P1B,P3B,1470.906750,2268.699931,-7.594997,-3.831159,160.949074,True,160.949074
A_V__B_H,best270,135.000000,270.000000,90.000000,205.000000,H,B,E1-E3,P1B,P3B,1450.621070,2213.411827,-7.715620,-4.045455,161.202342,True,161.202342
A_V__B_H,best270,135.000000,270.000000,90.000000,210.000000,H,B,E1-E3,P1B,P3B,1409.294533,2130.418596,-7.966664,-4.377401,161.289021,True,161.289021
A_V__B_H,best270,135.000000,270.000000,90.000000,215.000000,H,B,E1-E3,P1B,P3B,1347.580495,2021.910230,-8.355605,-4.831462,161.294220,True,161.294220
A_V__B_H,best270,135.000000,270.000000,90.000000,220.000000,H,B,E1-E3,P1B,P3B,1267.672894,1891.334102,-8.886556,-5.411335,161.300057,True,161.300057
A_V__B_H,best270,135.000000,270.000000,90.000000,225.000000,H,B,E1-E3,P1B,P3B,1172.784332,1743.180696,-9.562337,-6.119852,161.387260,True,161.387260
A_V__B_H,best270,135.000000,270.000000,90.000000,230.000000,H,B,E1-E3,P1B,P3B,1066.611322,1582.607639,-10.386576,-6.959235,161.638825,True,161.638825
A_V__B_H,best270,135.000000,270.000000,90.000000,235.000000,H,B,E1-E3,P1B,P3B,952.827320,1414.922974,-11.366416,-7.932044,162.146748,True,162.146748
A_V__B_H,best270,135.000000,270.000000,90.000000,240.000000,H,B,E1-E3,P1B,P3B,834.671604,1245.027270,-12.516387,-9.043122,163.024512,True,163.024512
A_V__B_H,best270,135.000000,270.000000,90.000000,245.000000,H,B,E1-E3,P1B,P3B,714.709393,1076.943369,-13.864110,-10.302842,164.431766,True,164.431766
A_V__B_H,best270,135.000000,270.000000,90.000000,250.000000,H,B,E1-E3,P1B,P3B,594.822019,913.531903,-15.458959,-11.732225,166.628065,True,166.628065
A_V__B_H,best270,135.000000,270.000000,90.000000,255.000000,H,B,E1-E3,P1B,P3B,476.486519,756.423719,-17.385687,-13.371397,170.104509,True,170.104509
A_V__B_H,best270,135.000000,270.000000,90.000000,260.000000,H,B,E1-E3,P1B,P3B,361.550355,606.135009,-19.783324,-15.295312,175.951226,True,175.951226
A_V__B_H,best270,135.000000,270.000000,90.000000,265.000000,H,B,E1-E3,P1B,P3B,254.527806,462.299371,-22.831995,-17.648234,-172.979888,True,187.020112
A_V__B_H,best270,135.000000,270.000000,90.000000,270.000000,H,B,E1-E3,P1B,P3B,171.398992,323.986119,-26.266534,-20.736172,-148.931366,True,211.068634
A_V__B_H,best270,135.000000,270.000000,90.000000,275.000000,H,B,E1-E3,P1B,P3B,158.365733,190.372909,-26.953475,-25.354597,-108.975757,True,251.024243
A_V__B_H,best270,135.000000,270.000000,90.000000,280.000000,H,B,E1-E3,P1B,P3B,230.144547,67.139104,-23.706686,-34.407189,-103.237673,True,256.762327
A_V__B_H,best270,135.000000,270.000000,90.000000,285.000000,H,B,E1-E3,P1B,P3B,338.459082,94.439553,-20.356576,-31.443621,160.334574,True,160.334574
A_V__B_H,best270,135.000000,270.000000,90.000000,290.000000,H,B,E1-E3,P1B,P3B,460.061897,225.603633,-17.690374,-23.879778,152.526482,True,152.526482
A_V__B_H,best270,135.000000,270.000000,90.000000,295.000000,H,B,E1-E3,P1B,P3B,588.323449,365.737909,-15.554377,-19.683300,153.806476,True,153.806476
A_V__B_H,best270,135.000000,270.000000,90.000000,300.000000,H,B,E1-E3,P1B,P3B,720.730818,511.518872,-13.791238,-16.769467,156.032816,True,156.032816
A_V__B_H,best270,135.000000,270.000000,90.000000,305.000000,H,B,E1-E3,P1B,P3B,855.747074,661.467817,-12.299791,-14.536525,158.392194,True,158.392194
A_V__B_H,best270,135.000000,270.000000,90.000000,310.000000,H,B,E1-E3,P1B,P3B,992.004597,812.873138,-11.016426,-12.746244,160.766583,True,160.766583
A_V__B_H,best270,135.000000,270.000000,90.000000,315.000000,H,B,E1-E3,P1B,P3B,1128.143458,961.754555,-9.899413,-11.285415,163.123807,True,163.123807
A_V__B_H,best270,135.000000,270.000000,90.000000,320.000000,H,B,E1-E3,P1B,P3B,1262.868983,1103.590918,-8.919534,-10.090537,165.412339,True,165.412339
A_V__B_H,best270,135.000000,270.000000,90.000000,325.000000,H,B,E1-E3,P1B,P3B,1395.032849,1234.452055,-8.055011,-9.117215,167.540134,True,167.540134
A_V__B_H,best270,135.000000,270.000000,90.000000,330.000000,H,B,E1-E3,P1B,P3B,1523.602738,1352.136510,-7.289265,-8.326289,169.378881,True,169.378881
A_V__B_H,best270,135.000000,270.000000,90.000000,335.000000,H,B,E1-E3,P1B,P3B,1647.465137,1456.884284,-6.610375,-7.678199,170.785044,True,170.785044
A_V__B_H,best270,135.000000,270.000000,90.000000,340.000000,H,B,E1-E3,P1B,P3B,1765.124214,1551.346320,-6.011194,-7.132525,171.634959,True,171.634959
A_V__B_H,best270,135.000000,270.000000,90.000000,345.000000,H,B,E1-E3,P1B,P3B,1874.457113,1639.715182,-5.489190,-6.651331,171.864910,True,171.864910
A_V__B_H,best270,135.000000,270.000000,90.000000,350.000000,H,B,E1-E3,P1B,P3B,1972.684985,1726.201303,-5.045545,-6.204871,171.498627,True,171.498627
A_V__B_H,best270,135.000000,270.000000,90.000000,355.000000,H,B,E1-E3,P1B,P3B,2056.600683,1813.324008,-4.683700,-5.777191,170.645242,True,170.645242
A_V__B_H,best270,135.000000,270.000000,90.000000,0.000000,V,A,E1-E3,P1A,P3A,2253.067587,1598.565025,-3.891215,-6.872094,-4.571612,True,-4.571612
A_V__B_H,best270,135.000000,270.000000,90.000000,5.000000,V,A,E1-E3,P1A,P3A,2280.437870,1672.490830,-3.786335,-6.479425,-5.015770,True,-5.015770
A_V__B_H,best270,135.000000,270.000000,90.000000,10.000000,V,A,E1-E3,P1A,P3A,2300.470438,1744.508686,-3.710367,-6.113237,-5.467093,True,-5.467093
A_V__B_H,best270,135.000000,270.000000,90.000000,15.000000,V,A,E1-E3,P1A,P3A,2316.282428,1815.024577,-3.650869,-5.769050,-5.931960,True,-5.931960
A_V__B_H,best270,135.000000,270.000000,90.000000,20.000000,V,A,E1-E3,P1A,P3A,2330.280008,1882.570694,-3.598538,-5.451674,-6.429734,True,-6.429734
A_V__B_H,best270,135.000000,270.000000,90.000000,25.000000,V,A,E1-E3,P1A,P3A,2343.402146,1944.134571,-3.549763,-5.172173,-6.987556,True,-6.987556
A_V__B_H,best270,135.000000,270.000000,90.000000,30.000000,V,A,E1-E3,P1A,P3A,2354.948548,1996.051257,-3.507071,-4.943266,-7.629911,True,-7.629911
A_V__B_H,best270,135.000000,270.000000,90.000000,35.000000,V,A,E1-E3,P1A,P3A,2363.067528,2035.086414,-3.477177,-4.775043,-8.367340,True,-8.367340
A_V__B_H,best270,135.000000,270.000000,90.000000,40.000000,V,A,E1-E3,P1A,P3A,2365.543828,2059.211365,-3.468080,-4.672681,-9.186816,True,-9.186816
A_V__B_H,best270,135.000000,270.000000,90.000000,45.000000,V,A,E1-E3,P1A,P3A,2360.443202,2067.781526,-3.486829,-4.636607,-10.047283,True,-10.047283
A_V__B_H,best270,135.000000,270.000000,90.000000,135.000000,V,A,E1-E3,P1A,P3A,1377.484518,824.186621,-8.164965,-12.626189,11.840423,True,11.840423
A_V__B_H,best270,135.000000,270.000000,90.000000,140.000000,V,A,E1-E3,P1A,P3A,1318.319980,728.751485,-8.546283,-13.695111,13.955324,True,13.955324
A_V__B_H,best270,135.000000,270.000000,90.000000,145.000000,V,A,E1-E3,P1A,P3A,1260.525685,638.863154,-8.935666,-14.838543,14.645913,True,14.645913
A_V__B_H,best270,135.000000,270.000000,90.000000,150.000000,V,A,E1-E3,P1A,P3A,1205.888995,559.843639,-9.320553,-15.985365,13.193954,True,13.193954
A_V__B_H,best270,135.000000,270.000000,90.000000,155.000000,V,A,E1-E3,P1A,P3A,1158.139512,500.778120,-9.671482,-16.953793,9.009927,True,9.009927
A_V__B_H,best270,135.000000,270.000000,90.000000,160.000000,V,A,E1-E3,P1A,P3A,1122.225608,473.119868,-9.945096,-17.447276,2.421643,True,2.421643
A_V__B_H,best270,135.000000,270.000000,90.000000,165.000000,V,A,E1-E3,P1A,P3A,1102.340718,483.862931,-10.100383,-17.252253,-4.647806,True,-4.647806
A_V__B_H,best270,135.000000,270.000000,90.000000,170.000000,V,A,E1-E3,P1A,P3A,1099.587201,528.427005,-10.122106,-16.487000,-9.956872,True,-9.956872
A_V__B_H,best270,135.000000,270.000000,90.000000,175.000000,V,A,E1-E3,P1A,P3A,1110.885782,593.321535,-10.033312,-15.480897,-12.851386,True,-12.851386
A_V__B_H,best270,135.000000,270.000000,90.000000,180.000000,V,A,E1-E3,P1A,P3A,1130.072080,664.155594,-9.884577,-14.501303,-14.008530,True,-14.008530
A_V__B_H,best270,135.000000,270.000000,90.000000,185.000000,V,A,E1-E3,P1A,P3A,1150.427018,729.960206,-9.729518,-13.680716,-14.308142,True,-14.308142
A_V__B_H,best270,135.000000,270.000000,90.000000,190.000000,V,A,E1-E3,P1A,P3A,1167.026237,784.004841,-9.605087,-13.060325,-14.340373,True,-14.340373
A_V__B_H,best270,135.000000,270.000000,90.000000,195.000000,V,A,E1-E3,P1A,P3A,1177.812107,823.486313,-9.525179,-12.633572,-14.407751,True,-14.407751
A_V__B_H,best270,135.000000,270.000000,90.000000,200.000000,V,A,E1-E3,P1A,P3A,1183.160360,848.703613,-9.485828,-12.371579,-14.650015,True,-14.650015
A_V__B_H,best270,135.000000,270.000000,90.000000,205.000000,V,A,E1-E3,P1A,P3A,1184.340298,861.712236,-9.477170,-12.239455,-15.142106,True,-15.142106
A_V__B_H,best270,135.000000,270.000000,90.000000,210.000000,V,A,E1-E3,P1A,P3A,1181.731137,864.767508,-9.496326,-12.208712,-15.938014,True,-15.938014
A_V__B_H,best270,135.000000,270.000000,90.000000,215.000000,V,A,E1-E3,P1A,P3A,1173.815795,859.178009,-9.554701,-12.265037,-17.077252,True,-17.077252
A_V__B_H,best270,135.000000,270.000000,90.000000,220.000000,V,A,E1-E3,P1A,P3A,1157.495906,845.021411,-9.676310,-12.409345,-18.583022,True,-18.583022
A_V__B_H,best270,135.000000,270.000000,90.000000,225.000000,V,A,E1-E3,P1A,P3A,1129.382608,821.629797,-9.889878,-12.653176,-20.470598,True,-20.470598
A_V__B_H,best270,135.000000,270.000000,90.000000,230.000000,V,A,E1-E3,P1A,P3A,1087.178681,788.325511,-10.220681,-13.012588,-22.765559,True,-22.765559
A_V__B_H,best270,135.000000,270.000000,90.000000,235.000000,V,A,E1-E3,P1A,P3A,1030.453760,744.911849,-10.686130,-13.504602,-25.524410,True,-25.524410
A_V__B_H,best270,135.000000,270.000000,90.000000,240.000000,V,A,E1-E3,P1A,P3A,960.676529,691.753982,-11.295156,-14.147666,-28.855490,True,-28.855490
A_V__B_H,best270,135.000000,270.000000,90.000000,245.000000,V,A,E1-E3,P1A,P3A,880.811655,629.586178,-12.049039,-14.965596,-32.943898,True,-32.943898
A_V__B_H,best270,135.000000,270.000000,90.000000,250.000000,V,A,E1-E3,P1A,P3A,794.930539,559.271576,-12.940116,-15.994245,-38.083793,True,-38.083793
A_V__B_H,best270,135.000000,270.000000,90.000000,255.000000,V,A,E1-E3,P1A,P3A,708.205100,481.659036,-13.943519,-17.291905,-44.711329,True,-44.711329
A_V__B_H,best270,135.000000,270.000000,90.000000,260.000000,V,A,E1-E3,P1A,P3A,627.481776,397.559287,-14.994677,-18.958662,-53.393274,True,-53.393274
A_V__B_H,best270,135.000000,270.000000,90.000000,265.000000,V,A,E1-E3,P1A,P3A,562.291875,307.800968,-15.947464,-21.181300,-64.603490,True,-64.603490
A_V__B_H,best270,135.000000,270.000000,90.000000,270.000000,V,A,E1-E3,P1A,P3A,525.107473,213.361247,-16.541736,-24.364389,-77.845493,True,-77.845493
A_V__B_H,best270,135.000000,270.000000,90.000000,275.000000,V,A,E1-E3,P1A,P3A,527.992746,115.878368,-16.494141,-29.666652,-88.881438,True,-88.881438
A_V__B_H,best270,135.000000,270.000000,90.000000,280.000000,V,A,E1-E3,P1A,P3A,575.434304,29.548399,-15.746785,-41.536021,-50.251036,False,-50.251036
A_V__B_H,best270,135.000000,270.000000,90.000000,285.000000,V,A,E1-E3,P1A,P3A,661.551891,97.172204,-14.535421,-31.195859,30.175316,True,30.175316
A_V__B_H,best270,135.000000,270.000000,90.000000,290.000000,V,A,E1-E3,P1A,P3A,775.452919,199.267144,-13.155591,-24.957986,27.683140,True,27.683140
A_V__B_H,best270,135.000000,270.000000,90.000000,295.000000,V,A,E1-E3,P1A,P3A,906.698404,302.084270,-11.797443,-21.344138,21.799666,True,21.799666
A_V__B_H,best270,135.000000,270.000000,90.000000,300.000000,V,A,E1-E3,P1A,P3A,1046.950900,403.828178,-10.548173,-18.822767,16.312897,True,16.312897
A_V__B_H,best270,135.000000,270.000000,90.000000,305.000000,V,A,E1-E3,P1A,P3A,1189.863662,504.311777,-9.436756,-16.892718,11.618760,True,11.618760
A_V__B_H,best270,135.000000,270.000000,90.000000,310.000000,V,A,E1-E3,P1A,P3A,1330.825892,604.330154,-8.464275,-15.321214,7.720219,True,7.720219
A_V__B_H,best270,135.000000,270.000000,90.000000,315.000000,V,A,E1-E3,P1A,P3A,1466.794092,705.357925,-7.619317,-13.978509,4.574675,True,4.574675
A_V__B_H,best270,135.000000,270.000000,90.000000,320.000000,V,A,E1-E3,P1A,P3A,1595.996710,808.964003,-6.886060,-12.788116,2.125423,True,2.125423
A_V__B_H,best270,135.000000,270.000000,90.000000,325.000000,V,A,E1-E3,P1A,P3A,1717.393000,915.996246,-6.249306,-11.708826,0.288591,True,0.288591
A_V__B_H,best270,135.000000,270.000000,90.000000,330.000000,V,A,E1-E3,P1A,P3A,1830.028165,1025.830755,-5.697544,-10.725185,-1.047514,True,-1.047514
A_V__B_H,best270,135.000000,270.000000,90.000000,335.000000,V,A,E1-E3,P1A,P3A,1932.606918,1136.123216,-5.223829,-9.838191,-2.006395,True,-2.006395
A_V__B_H,best270,135.000000,270.000000,90.000000,340.000000,V,A,E1-E3,P1A,P3A,2023.530959,1243.377654,-4.824503,-9.054639,-2.705069,True,-2.705069
A_V__B_H,best270,135.000000,270.000000,90.000000,345.000000,V,A,E1-E3,P1A,P3A,2101.340926,1344.201755,-4.496769,-8.377411,-3.243912,True,-3.243912
A_V__B_H,best270,135.000000,270.000000,90.000000,350.000000,V,A,E1-E3,P1A,P3A,2165.239405,1436.631029,-4.236581,-7.799795,-3.702534,True,-3.702534
A_V__B_H,best270,135.000000,270.000000,90.000000,355.000000,V,A,E1-E3,P1A,P3A,2215.405440,1520.792162,-4.037635,-7.305302,-4.135858,True,-4.135858
A_V__B_H,best270,135.000000,270.000000,90.000000,0.000000,H,B,E2-E4,P2B,P4B,2312.404692,1324.776415,-3.665423,-8.503848,-11.679507,True,-11.679507
A_V__B_H,best270,135.000000,270.000000,90.000000,5.000000,H,B,E2-E4,P2B,P4B,2359.517710,1243.894812,-3.490235,-9.051027,7.859325,True,7.859325
A_V__B_H,best270,135.000000,270.000000,90.000000,10.000000,H,B,E2-E4,P2B,P4B,2371.254538,1139.351778,-3.447136,-9.813543,28.088770,True,28.088770
A_V__B_H,best270,135.000000,270.000000,90.000000,15.000000,H,B,E2-E4,P2B,P4B,2353.355931,1021.339948,-3.512947,-10.763293,49.573801,True,49.573801
A_V__B_H,best270,135.000000,270.000000,90.000000,20.000000,H,B,E2-E4,P2B,P4B,2313.093177,903.542259,-3.662837,-11.827730,72.800691,True,72.800691
A_V__B_H,best270,135.000000,270.000000,90.000000,25.000000,H,B,E2-E4,P2B,P4B,2256.564304,801.265476,-3.877745,-12.871171,98.001456,True,98.001456
A_V__B_H,best270,135.000000,270.000000,90.000000,30.000000,H,B,E2-E4,P2B,P4B,2187.017680,728.352684,-4.149654,-13.699865,124.795818,True,124.795818
A_V__B_H,best270,135.000000,270.000000,90.000000,35.000000,H,B,E2-E4,P2B,P4B,2104.845494,692.242495,-4.482295,-14.141535,151.866219,True,151.866219
A_V__B_H,best270,135.000000,270.000000,90.000000,40.000000,H,B,E2-E4,P2B,P4B,2008.949094,689.753337,-4.887321,-14.172824,177.336766,True,177.336766
A_V__B_H,best270,135.000000,270.000000,90.000000,45.000000,H,B,E2-E4,P2B,P4B,1898.488658,708.780006,-5.378540,-13.936471,-160.176771,True,199.823229
A_V__B_H,best270,135.000000,270.000000,90.000000,135.000000,H,B,E2-E4,P2B,P4B,452.629098,847.801304,-17.831850,-12.380818,97.921606,True,97.921606
