index,candidate,elapsed_s,rationale,worst_return_db,isolation_db,worst_return_expr,worst_coupling_expr,x_return_worst_db,y_return_worst_db,xy_return_balance_db,same_element_xy_isolation_db,same_feed_inter_element_isolation_db,patch_side_mm,port_width_mm,dualpol_slotcoupled_enabled,feed_substrate_h_mm,slot_coupled_aperture_length_a_mm,slot_coupled_aperture_length_b_mm,slot_coupled_aperture_width_mm,slot_coupled_offset_a_mm,slot_coupled_offset_b_mm,slot_coupled_aperture_center_a_v_mm,slot_coupled_aperture_center_b_u_mm,slot_coupled_feedline_length_mm,slot_coupled_feedline_width_mm,slot_coupled_feedline_offset_a_v_mm,slot_coupled_feedline_offset_b_u_mm,dualpol_parasitic_enabled,parasitic_side_mm,air_gap_mm,isolation_slot_enabled,isolation_slot_length_mm,isolation_slot_width_mm,isolation_slot_inner_mm,score,slot_coupled_stub_enabled,slot_coupled_stub_length_mm,slot_coupled_stub_width_mm,slot_coupled_stub_offset_mm,slot_coupled_stub_side_sign,slot_coupled_stub2_enabled,slot_coupled_stub2_length_mm,slot_coupled_stub2_width_mm,slot_coupled_stub2_offset_mm,slot_coupled_stub2_side_sign,slot_coupled_step_enabled,slot_coupled_step_length_mm,slot_coupled_step_width_mm,slot_coupled_b_feed_layer_offset_mm,slot_coupled_bridge_enabled,slot_coupled_bridge_gap_mm,slot_coupled_bridge_offset_mm,slot_coupled_bridge_width_mm,slot_coupled_bridge_resonator_width_mm,slot_coupled_bridge_overhang_mm,slot_coupled_a_resonator_length_mm,slot_coupled_a_resonator_width_mm,slot_coupled_shield_via_enabled,slot_coupled_shield_via_count,slot_coupled_shield_via_radius_mm,slot_coupled_shield_via_offset_mm,slot_coupled_shield_via_pitch_mm,weak_coupling_open_line_enabled,weak_coupling_open_line_length_mm,weak_coupling_open_line_width_mm,weak_coupling_open_line_offset_mm,weak_coupling_open_line_gap_mm,slot_coupled_a_neck_enabled,slot_coupled_a_neck_length_mm,slot_coupled_a_neck_width_mm,slot_coupled_shield_via_grounded,slot_coupled_shield_via_top_gap_mm,slot_coupled_underfeed_neutralizer_enabled,slot_coupled_underfeed_neutralizer_length_mm,slot_coupled_underfeed_neutralizer_width_mm,slot_coupled_underfeed_neutralizer_offset_mm,slot_coupled_underfeed_neutralizer_z_offset_mm,slot_coupled_patch_slit_enabled,slot_coupled_patch_slit_length_mm,slot_coupled_patch_slit_width_mm,slot_coupled_patch_slit_angle_deg,slot_coupled_patch_slit_offset_u_mm,slot_coupled_patch_slit_offset_v_mm,slot_coupled_ab_cancel_enabled,slot_coupled_ab_cancel_coupling_length_mm,slot_coupled_ab_cancel_trace_width_mm,slot_coupled_ab_cancel_gap_mm,slot_coupled_ab_cancel_phase_offset_mm,slot_coupled_ab_cancel_side_sign,slot_coupled_ab_cancel_z_offset_mm
272,p9p75_l5p0_w0p58_fw0p74_fl11p8_ares1p7x1p3_rbridge_gap1p7_qstub4p4_qoff1p2_dstub1p9,75.967579,Move the primary stub slightly outward on the independent resonant bridge branch.,-1.127341,0.253203,"dB(S(P1A:1,P1A:1))","dB(S(P3A:1,P3B:1))",-1.127341,-1.193422,0.066081,0.253203,38.530017,9.750000,0.500000,1.000000,0.254000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.800000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,92.732149,1.000000,4.400000,0.550000,1.200000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,p9p75_l5p0_w0p58_fw0p74_fl11p8_ares1p7x1p3_rbridge_gap1p7_qstub4p4_qsw0p50_dstub1p9,69.986826,Narrow the primary stub to reduce over-compensation at the high band edge.,-8.108299,0.279633,"dB(S(P4B:1,P4B:1))","dB(S(P1A:1,P1B:1))",-8.346350,-8.108299,0.238051,0.279633,44.423967,9.750000,0.500000,1.000000,0.254000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.800000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,23.253300,1.000000,4.400000,0.500000,1.100000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,p9p75_l5p0_w0p58_fw0p74_fl11p8_ares1p7x1p3_rbridge_gap1p7_qstub4p4_qsw0p60_dstub1p9,70.009077,Widen the primary stub to test whether high-edge matching needs stronger shunt loading.,-6.958224,0.310022,"dB(S(P4B:1,P4B:1))","dB(S(P3B:1,P3A:1))",-7.143051,-6.958224,0.184828,0.310022,46.994528,9.750000,0.500000,1.000000,0.254000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.800000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,34.632409,1.000000,4.400000,0.600000,1.100000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,p9p75_l5p0_w0p58_fw0p74_fl11p8_ares1p7x1p3_rbridge_gap1p7_qstub4p4_dstub1p9_step1p05,76.026647,Slightly weaken the stepped section on the near-pass independent branch.,-6.851471,0.312461,"dB(S(P1A:1,P1A:1))","dB(S(P3A:1,P3B:1))",-6.851471,-6.947960,0.096490,0.312461,47.742774,9.750000,0.500000,1.000000,0.254000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.800000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,35.522040,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.050000,1.100000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,p9p75_l5p0_w0p58_fw0p74_fl11p8_ares1p7x1p3_rbridge_gap1p7_qstub4p4_dstub1p9_step1p15,76.014952,Probe a smaller step increase than the failed 1.2 mm branch.,-6.452007,0.275495,"dB(S(P2A:1,P2A:1))","dB(S(P3A:1,P3B:1))",-6.452007,-6.579329,0.127322,0.275495,43.779641,9.750000,0.500000,1.000000,0.254000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.800000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,39.596826,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.150000,1.150000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,p9p75_l5p0_w0p59_fw0p74_fl11p8_ares1p7x1p3_rbridge_gap1p7_qstub4p4_dstub1p9,76.039262,Slightly widen the aperture slot while preserving the independent overbridge network.,-9.113357,0.261157,"dB(S(P4B:1,P4B:1))","dB(S(P3A:1,P3B:1))",-9.362170,-9.113357,0.248813,0.261157,47.731492,9.750000,0.500000,1.000000,0.254000,5.000000,5.000000,0.590000,0.000000,0.000000,0.000000,0.000000,11.800000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,13.233477,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,p9p75_l5p0_w0p60_fw0p74_fl11p8_ares1p7x1p3_rbridge_gap1p7_qstub4p4_dstub1p9,76.028063,Widen the aperture slot another 0.02 mm to test high-edge coupling margin.,-8.301957,0.292770,"dB(S(P3A:1,P3A:1))","dB(S(P2B:1,P2A:1))",-8.301957,-8.344552,0.042595,0.292770,48.665079,9.750000,0.500000,1.000000,0.254000,5.000000,5.000000,0.600000,0.000000,0.000000,0.000000,0.000000,11.800000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,20.919239,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,p9p75_l5p0_w0p58_fw0p73_fl11p8_ares1p7x1p3_rbridge_gap1p7_qstub4p4_dstub1p9,76.031251,Narrow the feedline slightly to trim the input impedance of the independent branch.,-3.898961,0.295473,"dB(S(P2A:1,P2A:1))","dB(S(P1B:1,P1A:1))",-3.898961,-4.005046,0.106085,0.295473,41.586378,9.750000,0.500000,1.000000,0.254000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.800000,0.730000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,65.074826,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.730000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,p9p75_l5p0_w0p58_fw0p75_fl11p8_ares1p7x1p3_rbridge_gap1p7_qstub4p4_dstub1p9,76.021057,Widen the feedline slightly to trim the input impedance of the independent branch.,-8.528524,0.269421,"dB(S(P3A:1,P3A:1))","dB(S(P2B:1,P2A:1))",-8.528524,-8.791196,0.262672,0.269421,43.370572,9.750000,0.500000,1.000000,0.254000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.800000,0.750000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,19.105394,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.750000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,p9p75_l5p0_w0p58_fw0p74_fl11p8_ares1p8x1p4_rbridge_gap1p7_qstub4p4_dstub1p9,69.978948,Increase the A-feed center resonator to improve the A-side high-edge return loss.,-5.804065,0.379780,"dB(S(P2A:1,P2A:1))","dB(S(P1A:1,P1B:1))",-5.804065,-5.911958,0.107893,0.379780,47.027654,9.750000,0.500000,1.000000,0.254000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.800000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,45.985252,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.800000,1.400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,p9p75_l5p0_w0p58_fw0p74_fl11p8_ares1p7x1p3_rbridge_gap1p75_rw2p2_qstub4p4_dstub1p9,76.050688,Slightly widen the overbridge gap and resonator paddle to tune B-feed coupling.,-5.971815,0.330927,"dB(S(P4B:1,P4B:1))","dB(S(P1A:1,P1B:1))",-6.191395,-5.971815,0.219580,0.330927,45.913451,9.750000,0.500000,1.000000,0.254000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.800000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,44.555542,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.750000,0.020000,0.740000,2.200000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,p9p75_l5p02b5p00_w0p58_fw0p74_fl11p8_ares1p7x1p3_rbridge_gap1p7_qstub4p4_dstub1p9,73.976213,Asymmetrically lengthen only the A aperture to improve the limiting X/A return loss.,-8.293992,0.236803,"dB(S(P4B:1,P4B:1))","dB(S(P3A:1,P3B:1))",-8.545771,-8.293992,0.251779,0.236803,48.479362,9.750000,0.500000,1.000000,0.254000,5.020000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.800000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,21.445235,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,p9p75_l5p04b5p00_w0p58_fw0p74_fl11p8_ares1p7x1p3_rbridge_gap1p7_qstub4p4_dstub1p9,69.929440,Push the A aperture length another 0.02 mm while keeping B at the near-pass value.,-8.138683,0.240772,"dB(S(P4B:1,P4B:1))","dB(S(P3A:1,P3B:1))",-8.376466,-8.138683,0.237783,0.240772,47.961404,9.750000,0.500000,1.000000,0.254000,5.040000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.800000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,22.968350,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,p9p75_l4p98b5p00_w0p58_fw0p74_fl11p8_ares1p7x1p3_rbridge_gap1p7_qstub4p4_dstub1p9,72.968907,Shorten only the A aperture to check which side of the A-length optimum we are on.,-8.246778,0.306016,"dB(S(P4B:1,P4B:1))","dB(S(P2A:1,P2B:1))",-8.280429,-8.246778,0.033652,0.306016,46.816105,9.750000,0.500000,1.000000,0.254000,4.980000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.800000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,21.446520,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,p9p75_l5p0_w0p58_fw0p74_fl11p8_ares1p6x1p2_rbridge_gap1p7_qstub4p4_dstub1p9,69.910466,Reduce the A-feed center resonator after the larger resonator proved over-loaded.,-7.940818,0.329713,"dB(S(P4B:1,P4B:1))","dB(S(P1B:1,P1A:1))",-8.024240,-7.940818,0.083422,0.329713,44.233607,9.750000,0.500000,1.000000,0.254000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.800000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,24.593803,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.600000,1.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,p9p75_l5p0_w0p58_fw0p74_fl11p8_noares_rbridge_gap1p7_qstub4p4_dstub1p9,71.931688,Remove the A-feed center resonator to test whether it is the high-edge limiter.,-7.595670,0.273882,"dB(S(P2A:1,P2A:1))","dB(S(P3A:1,P3B:1))",-7.595670,-7.838008,0.242338,0.273882,47.279505,9.750000,0.500000,1.000000,0.254000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.800000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,28.391034,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,0.000000,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,p9p75_l5p0_w0p58_fw0p74_h0p20_fl11p8_ares1p7x1p3_rbridge_gap1p7_qstub4p4_dstub1p9,73.972453,Move the feed layer closer to the aperture to strengthen slot coupling slightly.,-4.474076,0.348414,"dB(S(P1A:1,P1A:1))","dB(S(P2A:1,P2B:1))",-4.474076,-4.540533,0.066457,0.348414,46.834748,9.750000,0.500000,1.000000,0.200000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.800000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,59.217942,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,p9p75_l5p0_w0p58_fw0p74_h0p30_fl11p8_ares1p7x1p3_rbridge_gap1p7_qstub4p4_dstub1p9,69.950884,Move the feed layer farther from the aperture to check coupling-margin direction.,-10.231750,0.320949,"dB(S(P4B:1,P4B:1))","dB(S(P4B:1,P4A:1))",-10.519390,-10.231750,0.287640,0.320949,42.018800,9.750000,0.500000,1.000000,0.300000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.800000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,4.414806,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,p9p75_l5p0_w0p58_fw0p74_port0p74_fl11p8_ares1p7x1p3_rbridge_gap1p7_qstub4p4_dstub1p9,69.933376,Match the lumped-port width to the independent feedline width.,-6.499637,0.337342,"dB(S(P3A:1,P3A:1))","dB(S(P1B:1,P1A:1))",-6.499637,-6.705697,0.206060,0.337342,44.263916,9.750000,0.740000,1.000000,0.254000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.800000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,39.247080,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,p9p75_l5p0_w0p58_fw0p74_port0p60_fl11p8_ares1p7x1p3_rbridge_gap1p7_qstub4p4_dstub1p9,73.952229,Use an intermediate lumped-port width to separate port transition error from line tuning.,-8.497808,0.308516,"dB(S(P3A:1,P3A:1))","dB(S(P3A:1,P3B:1))",-8.497808,-8.641750,0.143943,0.308516,44.871383,9.750000,0.600000,1.000000,0.254000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.800000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,19.155551,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,p9p75_l5p0_w0p58_fw0p74_fl11p8_fa0p04_ares1p7x1p3_rbridge_gap1p7_qstub4p4_dstub1p9,73.982017,Offset the A feedline slightly positive inside the B bridge gap.,-6.599845,0.293871,"dB(S(P2A:1,P2A:1))","dB(S(P4A:1,P4B:1))",-6.599845,-6.731363,0.131518,0.293871,46.689239,9.750000,0.500000,1.000000,0.254000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.800000,0.740000,0.040000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,38.117650,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,p9p75_l5p0_w0p58_fw0p74_fl11p8_fan0p04_ares1p7x1p3_rbridge_gap1p7_qstub4p4_dstub1p9,71.974505,Offset the A feedline slightly negative inside the B bridge gap.,-8.047802,0.242946,"dB(S(P4B:1,P4B:1))","dB(S(P3A:1,P3B:1))",-8.140737,-8.047802,0.092935,0.242946,49.211635,9.750000,0.500000,1.000000,0.254000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.800000,0.740000,-0.040000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,23.586379,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,p9p75_l5p0_w0p58_fw0p74_fl11p8_apa0p04_ares1p7x1p3_rbridge_gap1p7_qstub4p4_dstub1p9,73.940652,Offset the A aperture center positive to tune A-side coupling without touching B.,-8.246563,0.307006,"dB(S(P4B:1,P4B:1))","dB(S(P3A:1,P3B:1))",-8.468783,-8.246563,0.222220,0.307006,43.080743,9.750000,0.500000,1.000000,0.254000,5.000000,5.000000,0.580000,0.000000,0.000000,0.040000,0.000000,11.800000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,21.825304,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,p9p75_l5p0_w0p58_fw0p74_fl11p8_apan0p04_ares1p7x1p3_rbridge_gap1p7_qstub4p4_dstub1p9,69.962135,Offset the A aperture center negative to tune A-side coupling without touching B.,-7.294090,0.278180,"dB(S(P3A:1,P3A:1))","dB(S(P4B:1,P4A:1))",-7.294090,-7.389587,0.095497,0.278180,47.136960,9.750000,0.500000,1.000000,0.254000,5.000000,5.000000,0.580000,0.000000,0.000000,-0.040000,0.000000,11.800000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,31.111002,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,p9p75_l5p0_w0p58_fw0p74_h0p30_fl11p8_svia0p62r0p05_ares1p7x1p3_rbridge_gap1p7_qstub4p4_dstub1p9,92.153824,Add one grounded shield-via ring near the A/B crossing while preserving the passed S11 match.,-0.339991,5.699295,"dB(S(P4B:1,P4B:1))","dB(S(P2B:1,P2A:1))",-0.620876,-0.339991,0.280885,5.699295,39.636693,9.750000,0.500000,1.000000,0.300000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.800000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,125.063970,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,1.000000,1.000000,0.050000,0.620000,0.420000,0.000000,2.200000,0.120000,1.650000,0.080000,,,,,,,,,,,,,,,,,,,,,,,
297,p9p75_l5p0_w0p58_fw0p74_h0p30_fl11p8_svia0p74r0p06_ares1p7x1p3_rbridge_gap1p7_qstub4p4_dstub1p9,100.070865,Move the grounded shield-via ring outward to reduce aperture loading.,-0.313692,6.540374,"dB(S(P3B:1,P3B:1))","dB(S(P2A:1,P2B:1))",-0.594425,-0.313692,0.280732,6.540374,46.315517,9.750000,0.500000,1.000000,0.300000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.800000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,122.803418,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,1.000000,1.000000,0.060000,0.740000,0.420000,0.000000,2.200000,0.120000,1.650000,0.080000,,,,,,,,,,,,,,,,,,,,,,,
298,p9p75_l5p0_w0p58_fw0p74_h0p30_fl11p8_svia0p90r0p07_ares1p7x1p3_rbridge_gap1p7_qstub4p4_dstub1p9,96.134514,"Use a farther, slightly larger grounded shield-via ring for lower direct A/B coupling.",-0.237864,13.373033,"dB(S(P3A:1,P3A:1))","dB(S(P2B:1,P2A:1))",-0.237864,-0.256169,0.018305,13.373033,51.564385,9.750000,0.500000,1.000000,0.300000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.800000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,102.538868,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,1.000000,1.000000,0.070000,0.900000,0.420000,0.000000,2.200000,0.120000,1.650000,0.080000,,,,,,,,,,,,,,,,,,,,,,,
299,p9p75_l5p0_w0p58_fw0p74_h0p30_fl11p8_svia2x0p62_ares1p7x1p3_rbridge_gap1p7_qstub4p4_dstub1p9,114.200433,Use two grounded shield-via rings to form a stronger local A/B isolation cage.,-0.173196,17.231521,"dB(S(P4B:1,P4B:1))","dB(S(P4B:1,P4A:1))",-0.176783,-0.173196,0.003587,17.231521,40.372105,9.750000,0.500000,1.000000,0.300000,5.000000,5.000000,0.580000,0.000000,0.000000,0.000000,0.000000,11.800000,0.740000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,10.000000,0.420000,3.200000,98.275213,1.000000,4.400000,0.550000,1.100000,1.000000,1.000000,1.900000,0.400000,3.000000,-1.000000,1.000000,1.100000,1.120000,0.000000,1.000000,1.700000,0.020000,0.740000,2.100000,0.700000,1.700000,1.300000,1.000000,2,0.055000,0.620000,0.420000,0.000000,2.200000,0.120000,1.650000,0.080000,,,,,,,,,,,,,,,,,,,,,,,
